S#,C#,GRADE
2194630264,GNED100901,56.4
2190569213,GNED106292,43.5
2197610956,LITE306321,null
2222674330,LITE402621,82.9
2191573342,BSIS400121,83.0
2220817022,MACH391401,79.3
2217693062,MACH392001,83.5
2197199299,GNED106492,86.9
2213683182,LITE303221,87.1
2213428607,JZSJ900301,82.5
2209757367,GNED100601,76.3
JL22240435,LITE305621,76.2
2220605100,MACH390901,67.1
2196724776,LITE401421,76.4
2210981626,FEES400301,72.5
2194496091,INDE401601,93.4
2217160074,CORE102600,70.3
2212509827,INDE401401,97.2
JL22022091,GNED100401,60.6
2208603890,LITE306221,86.7
2211395587,INSM501901,96.0
2221366895,LITE200321,66.7
JL21957877,GNED106392,67.4
2202277549,LITE501121,92.1
2228256563,LITE502221,27.5
2211960426,INDE401501,null
2202277549,LITE200321,55.1
2228678682,SOCP100190,75.8
2227526851,INDE401501,null
2214380224,BSIS400121,96.4
2205159699,INSM401201,81.4
2204877751,LITE307021,98.5
2198679623,LITE402621,82.0
2192004102,INSM302201,null
2207546468,LITE401121,66.8
2195192673,JZSJ900301,59.7
2215196747,LITE303221,62.5
2196895336,LITE306121,91.4
2201913018,INSM502101,39.9
2225336905,LITE306221,68.1
2193263702,LITE402321,99.1
2228057245,INDE900301,91.5
JL22086058,INSM401601,79.3
2222713021,INDE300601,95.7
2195800020,GNED100401,89.5
2200774147,GNED106392,91.2
2210521450,GNED110400,68.1
2223002853,INSM401601,68.3
2193113411,JZSJ900101,83.7
2197462818,FEES400301,63.4
JL22001375,GNED110400,71.1
2217962485,INSM401801,48.5
2222785726,LITE304621,null
2218018122,INDE900301,null
2229683357,LITE401821,97.5
JL22279882,MATH400121,86.3
2220034097,CORE102600,58.9
2197375487,LITE401821,61.5
2199771962,LITE305821,82.1
2226460019,LITE306821,77.7
2194498354,LITE401821,null
2210521450,LITE306121,62.6
2204079415,LITE402421,92.9
2209757367,LITE401821,69.3
2198279568,JZSJ900121,73.8
2208740976,INDE900201,59.1
2201329230,FEES400501,64.4
2205330242,INDE900201,79.4
2205159699,MACH390901,48.1
2191526172,INSM401501,null
2225336905,LITE303721,63.9
2201447926,FEES400101,63.3
2193310881,INDE500801,44.3
2196348353,INDE400601,null
2204393364,LITE501121,46.6
2223417116,LITE402421,null
2205569366,MACH392301,75.1
2229017735,LITE401421,null
JL22208132,BSIS400121,72.6
2206251375,INSM401501,74.8
2203034063,LITE502121,56.6
JL22292681,CORE102600,53.9
2215138684,LITE402621,72.7
2202797557,LITE303021,89.6
2220090121,GNED106492,76.0
JL22068348,LITE305421,55.6
2218018122,GNED100701,52.7
2208696221,INDE501001,null
2222765277,GNED106492,98.7
2227292331,INDE900301,75.3
2218167717,AUTO544905,81.8
2201609446,INDE401601,61.7
2199134930,MACH391501,73.3
2211886737,FEES400101,null
2221986881,INDE900301,69.8
2193115301,LITE302721,null
2197032776,JZSJ900301,86.2
2195043024,LITE306121,84.5
2209103755,LITE302721,93.9
2215459142,INDE500901,72.9
2206456462,LITE303721,62.4
2221783581,LITE200521,65.9
2216551723,MACH391201,96.3
2212799123,LITE306121,67.6
2197278117,LITE101021,66.2
2225826872,LITE306921,45.8
2200138838,INSM302201,73.6
2192494355,INDE400601,null
2199021248,LITE501121,76.7
2222190189,LITE305021,74.9
2198671524,LITE306921,60.9
2204350999,MACH392001,61.8
2224225210,MACH392001,85.7
2203151205,INDE900201,76.5
2218169975,MACH392201,91.5
2226659773,INSM302201,98.0
2218374589,LITE200521,69.3
2222784391,JZSJ900101,87.4
2222996102,MACH390901,null
2219431854,AUTO544905,80.4
2202069590,LITE101121,82.8
2224236792,MACH392401,97.8
2199021248,INDE900201,97.4
2190159112,GNED100901,75.3
2221783581,INDE901001,62.8
2207389931,MACH390901,34.0
2208810388,LITE305021,null
2197292217,LITE302721,78.9
2224236792,GNED101001,82.3
2197375487,LITE402321,97.6
2207651387,JZSJ900301,94.9
2211212033,MACH000201,62.6
2215459142,MACH392401,97.0
2202797557,INDE400601,93.1
2200266522,FEES400301,81.8
2197278117,LITE305321,null
2218135082,INFT500121,46.5
2219431854,INDE900801,null
2195897321,INDE500801,65.5
2225767313,INFT500121,66.8
2226583471,INDE000701,92.0
2193115301,LITE306321,90.7
JL22005641,BSIS400121,84.3
2226110631,ITDE500601,56.4
2215567948,LITE401421,null
2199942832,MACH392301,60.2
2227759825,LITE101021,26.6
2193913656,JZSJ900121,67.9
JL21940344,LITE101321,93.2
2199555042,LITE502221,88.2
JL22142352,LITE401521,null
2208876820,MACH391401,99.7
2200933621,GNED110400,55.7
JL22281019,SOCP100190,74.7
2190826591,LITE502221,null
2199859306,INFT500121,66.6
2217915164,LITE306921,null
2228678682,LITE305621,75.4
2222485278,MACH391201,56.9
2222996102,LITE302721,57.4
2210659748,LITE307021,67.6
2211082395,INSM302201,89.4
2207462533,LITE302321,80.5
2206204587,LITE401121,83.8
2204430990,INDE300601,94.6
2222808290,GNED100901,43.9
2195192673,LITE402321,59.5
2204758389,GNED100401,64.5
2191891414,LITE307021,null
2207525415,ITDE500701,65.8
JL22152260,GNED100901,null
2229584507,GNED115200,82.1
2199942832,GNED100901,88.2
2212292641,GNED106292,68.5
2225190361,FEES400301,78.0
JL22261261,LITE303721,81.1
2213280753,FEES300101,49.8
2204593432,GNED100701,63.7
JL22240435,LITE401421,83.0
2199236857,LITE306221,89.9
2204727079,INDE500801,96.3
2196895336,INDE401501,69.2
2197292217,MACH390901,35.7
2223503816,GNED106492,75.3
2201336635,LITE501121,80.1
2201968559,INDE501001,63.2
2214067481,GNED110400,85.5
2207748693,JZSJ900101,91.0
JL22240435,LITE401421,75.8
JL22281019,LITE501321,80.6
2224568763,LITE501321,null
2213719404,INDE401501,78.4
2194947913,LITE303721,95.2
2203250107,LITE402421,77.9
2197604359,MACH390801,54.7
2193997415,INDE501001,76.0
2207180726,LITE305621,47.7
2204067262,LITE101121,null
2195469338,INDE900201,null
2229351537,LITE401521,82.8
2201405952,FEES400301,91.5
JL21987460,FEES400101,94.4
2202797557,LITE305021,89.0
2215567948,LITE304621,56.0
2229914911,GNED100901,75.3
2203151205,LITE307021,67.7
2196733799,LITE402321,60.7
2215061306,LITE305321,76.1
2190218918,GNED100401,null
2203151205,INDE400601,40.7
2199618334,LITE303221,83.5
2197605025,LITE502221,null
2216249264,LITE302321,65.0
2212292641,GNED100701,69.0
2206715754,INDE500901,null
2191891414,INDE900801,28.5
2193867221,LITE502121,null
2217717189,GNED100401,80.4
2222380116,INDE900301,null
2206204587,INSM401801,71.0
2206277422,GNED106492,57.7
2215625789,GNED106292,64.7
2211793385,MACH000201,62.1
2199845411,GNED110400,null
2221588726,INDE000701,61.0
2191646836,INDE500801,71.2
2195902015,LITE303221,73.2
2199712250,INDE300601,85.4
2227292331,INSM401501,null
2201415493,INSM401501,81.4
2225043354,LITE303721,86.7
2224346066,FEES400101,null
2221321675,INDE401501,83.7
2195072567,LITE101121,71.3
JL22137004,INDE300601,54.4
2222996102,LITE302321,85.2
2216616451,LITE502221,93.8
2226816814,JZSJ900101,75.9
2212063484,LITE303021,null
2227909867,LITE307021,null
2228886010,MACH392201,null
2229071720,LITE402321,71.2
JL22212440,INSM900101,74.4
2227909867,MACH391401,84.8
2223750242,ITDE500701,86.3
2229271164,ITDE500701,79.6
2214674581,MATH400121,85.2
2201018326,INSM401601,null
2220629197,LITE101121,96.6
2212376150,INSM302001,45.9
JL22228119,LITE401521,86.2
2217930086,CORE102600,null
2209660764,INDE400101,92.5
2199467700,GNED110400,64.1
2210705162,INDE401401,81.6
2211212033,INSM401501,86.6
2229525193,INSM401801,76.9
2225638299,INDE400601,null
2199509239,INSM401201,76.8
2199854513,INFT500121,72.1
2210981626,LITE306821,90.2
2210515241,INDE900301,64.7
2217915164,LITE401121,37.7
2218687112,LITE306921,66.1
2200098061,INDE500901,91.2
2218630750,MACH391401,64.2
JL22051260,LITE306221,43.8
2196846723,GNED100401,64.3
2195737277,INDE500901,null
2190218918,INDE900301,70.6
JL22013848,GNED110400,71.7
2225043354,FEES300101,null
2193263702,FEES400501,58.5
2211530784,LITE304621,99.8
2198330363,LITE502121,68.0
2195777977,INSM401601,98.3
2209527942,GNED101001,75.6
JL22133278,GNED100701,87.9
2226658003,LITE502221,72.8
2191573342,LITE305421,67.3
2222485278,INSM401201,65.4
2200777628,LITE306121,89.1
2225336905,LITE304621,null
2216826207,AUTO544905,80.7
2204269096,INDE900201,82.0
2201913018,MACH000201,99.6
2227713932,LITE304421,82.0
2206416280,LITE305021,44.6
2203971487,GNED106492,93.5
2202781657,INDE401601,69.7
2221800247,GNED100601,null
JL22022091,LITE305421,90.5
2200526024,FEES400501,79.2
2206580161,INDE900801,81.6
JL22264056,LITE401821,47.9
2201120320,LITE501121,98.4
2224634745,LITE303221,77.4
2213070093,INDE900201,null
2216119028,AUTO544905,59.7
2219017418,INDE500801,73.4
2203034063,INDE500801,null
2199712250,INDE401601,null
2225651889,LITE501121,null
2211793385,LITE200321,89.7
2193960512,SOCP100190,73.1
2217085808,INDE401601,null
2211395587,INSM900301,90.7
2218323005,MACH392201,90.0
2203315818,INDE501001,49.7
2217328213,LITE303221,96.9
2218081326,FEES400501,82.1
2197278117,LITE303021,82.7
2190444407,INDE501001,74.6
2190186105,INSM302001,25.9
2219489078,INDE500801,60.1
JL22281019,MACH392301,94.2
2203250107,FEES400301,62.4
2191590488,FEES500101,97.0
2204430990,JZSJ900301,62.6
2220163322,INDE401501,95.5
2197753307,GNED100901,66.3
2218380408,LITE306321,81.6
2229124889,INSM502001,85.4
JL22112734,LITE401421,62.2
2190781666,GNED100401,55.0
2190197058,LITE402621,86.8
2221951145,JZSJ900101,73.2
2222423177,GNED106292,48.8
2229897843,INDE501001,92.2
2200152753,INFT500121,64.8
2201609446,FEES400301,89.4
2216230364,LITE303021,96.5
2190460988,LITE401521,69.3
2193870304,GNED100601,91.5
2192004102,LITE305321,94.0
2212757351,GNED106292,89.2
2214197053,GNED100601,65.6
2211799028,AUTO544905,87.5
2198623974,INDE401601,null
2190213714,LITE501321,null
2208146340,MATH400121,89.2
JL21987460,LITE401121,70.6
2217981216,GNED101001,77.4
2229897843,LITE402421,71.0
2212191765,LITE305421,67.9
2191891414,LITE306921,64.8
2218423174,LITE305421,46.5
2196366275,FEES300101,null
JL22015762,JZSJ900101,83.7
2218262929,GNED100701,27.8
2211948889,INDE401401,90.4
2225336905,INDE400101,74.7
JL21940344,GNED115200,84.6
2205802012,GNED101001,80.5
2205666652,LITE402321,null
2200306125,GNED100401,89.7
2222381192,LITE306821,90.1
JL22291493,INSM401801,null
2210521450,INDE401601,60.8
JL22006930,INSM000101,80.2
2207327278,INSM401601,77.7
2211799028,LITE401821,92.0
JL22087368,LITE304621,75.4
2195469338,MACH391201,null
2198993184,GNED101001,71.2
2221912866,LITE305621,80.9
2199662571,FEES400301,59.8
2195049768,LITE306221,57.7
2194572515,GNED106392,93.7
2226182511,LITE304421,66.2
JL22051260,FEES400101,83.3
2228759500,LITE502121,59.1
2217148938,INSM502101,70.2
2216826207,INDE901001,52.0
2195777977,INSM401501,89.3
2198679623,LITE306921,95.8
2213683182,ITDE500601,98.8
2211794411,LITE502121,67.8
2211967451,LITE302721,68.3
2213649171,JZSJ900101,67.0
2214520771,LITE306321,81.3
2217962485,MACH391401,85.3
2210981626,LITE306321,82.2
2219954155,INDE400101,95.0
2211948583,FEES300101,83.8
2221217114,CORE102600,null
2215172777,LITE305821,90.4
JL22112734,LITE101021,null
2217293491,LITE306321,80.5
2229027418,FEES400501,52.6
2192128377,GNED100601,78.9
2199021248,MATH400121,61.9
2214520771,INDE900301,88.0
2204661099,LITE304621,null
2218351535,LITE305321,null
2206453927,MACH391401,52.3
JL22174348,GNED100701,88.0
2222561139,GNED100901,40.1
JL22212440,LITE307021,80.3
JL21984012,LITE402621,91.9
2224634745,LITE305321,63.9
2217435033,LITE501321,88.8
2214452660,LITE402421,76.7
JL22112734,INSM000101,86.5
2218167717,INSM501901,95.7
2221678123,LITE401521,92.4
JL21986392,MATH400121,39.6
2228759500,MACH392001,73.0
2201626426,LITE306121,32.4
2205425551,LITE101021,78.1
2229032518,LITE101021,43.6
2225767313,LITE302321,93.7
2224179472,LITE305021,81.5
2200251565,INSM302201,92.2
2204438425,LITE306821,76.5
2225767313,LITE501121,69.0
2209071333,FEES400501,81.8
2199604406,GNED100601,null
2227070358,LITE306121,92.2
2204284758,GNED100401,55.8
2204098768,LITE303721,91.0
2226668631,BSIS400121,89.7
2228678682,LITE200521,78.8
2211028134,INDE400601,null
2222503625,LITE401521,93.7
2208055289,INSM502001,60.1
2210521450,INSM302201,64.8
JL22053110,FEES500101,85.6
2214197053,LITE303721,71.6
JL22018362,FEES400101,93.5
2198475837,GNED106392,82.1
2197375487,INDE300601,65.5
2207742692,MACH391201,63.6
2215529521,CORE102600,72.0
2194340221,GNED106392,64.6
2195429530,BSIS400121,84.2
2192587724,GNED110400,72.8
2193918066,LITE302721,65.0
2209660764,GNED101101,80.7
2204393364,INSM302201,77.4
2216231759,LITE307021,75.3
2202470738,INSM502001,59.2
JL22133278,BSIS400121,66.6
2200440173,LITE305021,null
2192940455,INSM502001,78.5
2206443442,INDE401501,79.2
2216231759,LITE304621,48.6
2192940455,INDE900801,79.6
2203476650,MACH400301,77.4
2200582509,GNED110400,null
2219853491,INDE401601,78.9
2218423174,LITE305621,72.6
JL22158559,LITE501121,null
2218081326,LITE306921,82.1
2217270492,GNED100601,70.3
2209207361,INDE500801,83.8
2193867221,INDE900301,71.5
JL22232817,MATH400121,96.7
2196825251,MACH390901,59.2
2195581852,GNED101001,67.5
JL22233925,LITE402321,99.2
2224286522,INSM302001,72.8
2206960299,INSM401601,null
2204350999,LITE303721,77.6
2207389931,LITE101021,89.9
2219489078,LITE101321,44.6
2228057245,LITE305421,44.8
2211530784,LITE302721,40.1
2199922414,FEES500101,79.1
2228256563,LITE305321,74.5
2215802117,MACH392401,98.5
2221983041,LITE402321,51.6
2229443238,LITE305621,64.4
2217930086,INSM401501,84.2
2190942237,LITE303021,57.9
2226658003,LITE305321,50.7
2222503625,INDE500801,85.4
JL22157269,MACH391201,81.7
2229432307,GNED100901,null
JL22240435,INSM401601,59.3
2208472165,LITE303221,98.6
2214427327,MACH390901,64.2
JL22209535,INSM502101,null
2226033116,LITE303221,95.8
2220407438,LITE306321,85.7
2226644805,INSM302001,89.1
2192627329,LITE303021,97.9
2194496091,INSM501901,92.2
2207299612,LITE502221,85.7
2190675360,INDE900801,58.5
2220154964,LITE502221,97.1
2228886010,MACH391401,75.0
2202781657,GNED106492,98.4
2225548066,LITE307021,61.8
2213647394,LITE501321,61.8
2214067481,ITDE500701,null
2219231679,LITE302721,62.8
2220163322,INDE500801,82.4
2207748693,MACH390801,65.6
2196733799,ITDE500601,82.0
2196895336,INSM501901,null
JL22233925,JZSJ900121,88.5
JL22022091,GNED100601,49.8
2227341171,LITE306821,67.2
2197605025,LITE101321,65.1
2213428607,LITE501121,63.8
2217873149,INDE401501,54.5
2206715754,INSM401201,84.2
2218685031,FEES400501,55.7
2190796474,LITE402321,null
2224179472,MACH392301,86.0
2209757367,GNED106392,64.8
2206762710,MACH400301,50.7
2227199111,LITE304421,76.0
2196627401,GNED110400,81.4
2217717189,LITE501121,64.8
2212973577,INDE500901,90.9
2220987824,ITDE500601,70.1
JL22259764,LITE306321,54.5
2222466349,LITE501321,null
2200872797,LITE200321,74.6
2222380116,INSM302201,72.0
2214320332,SOCP100190,93.9
2219758473,INDE900301,91.7
JL22001375,LITE302321,38.8
2205185638,LITE304621,59.7
2190444407,INDE300601,87.8
2201329230,FEES300101,93.2
2197632031,MACH390801,94.0
JL21993620,GNED110400,82.6
2195192673,LITE402321,97.1
2223813921,GNED106492,87.4
2218630750,LITE306821,98.3
2223417116,MACH391501,null
2223908222,LITE502121,92.3
2215662842,JZSJ900301,81.6
2215529521,GNED115200,76.4
2191952580,INDE500901,78.8
2227101718,FEES300101,59.5
2199955537,INDE900801,48.0
2205714505,LITE305021,79.3
2200152753,INDE401601,75.8
2213683182,MACH391201,null
2222784391,FEES500101,71.5
JL22165777,LITE306321,null
2219471450,INFT500121,50.3
2199052893,INSM401801,74.9
2213298391,MACH000101,82.7
2204079415,INSM302201,75.0
JL21933809,INDE401501,79.9
2193187844,LITE401821,55.3
JL22056979,LITE402621,56.6
2191573342,MACH400301,59.4
2195232186,LITE306221,99.9
2228359424,INDE900801,null
2222205377,INDE901001,95.6
2202910055,FEES400301,null
2207651387,INDE400601,81.2
2222882814,INSM502101,65.6
2216371815,MACH391501,98.4
2206277422,FEES300101,68.3
2193179551,GNED100701,67.9
2213477527,INSM900301,89.5
2196361366,MACH392301,null
2198431451,MACH400301,55.5
2190648174,GNED106292,84.8
2190342267,GNED100601,56.3
2224346066,GNED100901,86.2
2210526736,GNED100701,77.4
2199712250,LITE401521,null
2194947913,LITE401421,74.7
2204061958,INDE900301,83.7
JL22268243,ITDE500701,72.2
JL22040259,INDE501001,79.7
2205330242,LITE305021,70.1
2225684508,MACH392301,75.0
2217915164,MACH392401,67.7
JL22109661,FEES400501,null
2190675360,GNED100901,73.7
2192281149,LITE501121,55.1
2215459142,INFT500121,96.9
2202662239,ITDE500601,75.6
2216954812,INSM401501,67.0
JL22056979,MACH400301,75.6
2218570707,INDE400601,90.8
2212063484,INDE401601,null
2212792118,LITE306921,68.6
2204438425,INDE401501,null
2217873149,LITE305021,null
2229351537,FEES400501,64.1
2218135082,INDE501001,72.8
2216973606,MACH400301,55.5
2194191237,GNED110400,90.3
2217882321,MACH390801,63.9
2197764511,LITE307021,49.9
2211011284,GNED106492,75.3
2224604427,LITE401521,75.8
2226377833,LITE501121,null
JL22113164,INDE400101,null
2204765127,MACH392401,null
2199712250,MACH392001,81.3
2198671524,LITE303021,91.8
2224286522,LITE501321,51.7
2221968614,INDE000701,null
JL21916613,MACH392401,null
2224203108,LITE101321,70.4
2209576392,LITE306321,81.9
2207651387,INSM501901,71.6
2192663922,FEES300101,87.8
2219290065,MACH391201,74.1
2214197053,LITE305021,38.5
2214346014,MACH392201,90.7
2199662571,INSM000101,87.5
2217614017,INDE500901,55.7
2195887286,INSM302201,null
2220090121,MACH392201,47.7
2205529609,CORE102600,null
2214074682,LITE302721,89.9
2214508750,LITE305621,98.2
2195902015,LITE307021,79.6
2203663954,LITE401521,94.3
2229074325,INDE901001,53.1
2203663954,GNED100601,96.5
JL22281019,MACH390801,null
2205666652,GNED100901,83.7
2204098768,CORE102600,98.1
2224236792,GNED100901,null
JL22208132,LITE305421,76.4
2222808290,LITE306321,86.6
2196825251,LITE501121,40.7
2197874365,MACH391201,62.9
2221968614,GNED100901,58.2
2216338733,BSIS400121,87.2
2206580161,LITE200521,96.2
2219489078,LITE305421,67.9
2191718121,MACH000101,47.5
2194590680,MACH390801,95.4
2193960512,FEES300101,74.4
JL22115350,LITE401121,null
2192138809,JZSJ900121,70.1
2225651889,JZSJ900301,93.2
2222765277,INDE000701,60.2
2197610956,JZSJ900301,null
2221685253,INDE901001,97.6
2204765127,INSM502001,86.6
JL21986392,ITDE500601,40.4
2222674330,INSM401501,76.3
2224447728,INSM401201,55.8
2216987306,INDE901001,86.6
2229032518,INSM401601,71.3
2217299447,SOCP100190,75.5
2198151239,GNED100901,85.5
2206048528,INSM501901,53.3
2193115301,LITE401521,83.6
2216129930,FEES500101,96.0
2221335401,LITE501121,66.9
2216973606,ITDE500701,60.7
2216954443,INFT500121,48.1
2216357826,ITDE500601,86.5
2225502370,MACH391401,90.2
2212457866,INDE401601,91.0
2225375000,GNED101001,null
2222713021,INSM502001,null
2225593084,FEES500101,94.8
2211661449,INDE401501,81.8
2195777977,INSM401501,null
2207861557,AUTO544905,67.2
2227515856,LITE401821,66.0
2193365656,FEES400301,76.4
2221928896,LITE101021,68.4
